"Plot_ID","LOC","NP","Coords","Elev","pH","Cov_bare_soil","Cov_bry_alive","Cov_bry_no_sph","Cov_sph_alive","Cov_vp","Cov_total","WTD_min","WTD_max","WTD_mean","CE","Veg_height_mean","Veg_volume_m3","Pertorb","Pluvio_June","Pluvio_July","Tmit_anual","Pluvio_anual","Tmit_June","Tmit_July","PET_junio","PET_julio","PET_anual","Clim_PCA1","Clim_PCA2","pv_groups","bry_groups","PV_N_sp","PV_Hill1","BRY_N_sp","BRY_Hill1"
"PVLL10","PVLL","P","43.119748, -4.980437",1444.61,5.16,1,95,2,93,65,99,-30,-30,-30,152.085509911493,19.1,12.415,0,68.7,50.9,7,1405.2,11.9,15.2,85.1442184,103.2464066,555.5395508,0.25315,-0.89743,3,2,13,3.89379371162105,2,1.03356200588778
"NART01","NART","N","37.10155556, -3.06",2186.25,5.9399,20,40,40,0,65,80,-4,-2,-3,276.599202109597,2.1,1.365,5,58.4,28.3,7.9,749.9,13.7,18.6,88.1362228,120.1453094,568.6644897,2.97563,0.61792,0,2,0,0,1,1
"NART02","NART","N","37.10158333, -3.060055556",2184.59,5.5971,2,20,20,0,98,98,-16,-16,-16,241.117478230784,2.7,2.646,5,58.4,28.3,7.9,749.9,13.7,18.6,88.1362228,120.1453094,568.6644897,2.97563,0.61792,0,4,0,0,2,1.25071836227823
"NART03","NART","N","37.10158333, -3.060722222",2174.1,6.2118,0,10,10,0,100,100,-25,-20,-22.5,322.785698393381,2.15,2.15,3,58.4,28.3,7.9,749.9,13.7,18.6,88.1362228,120.1453094,568.6644897,2.97563,0.61792,0,4,0,0,2,1.64938488846612
"NART04","NART","N","37.10211111, -3.060611111",2156.13,6.1531,0,60,60,0,90,100,-10,-9,-9.5,236.754684252902,1.95,1.755,2,59.3,28.8,8.3,758.5,14.1,18.9,88.1362228,120.1453094,568.6644897,3.12913,0.48579,0,2,0,0,2,1.05194998940471
"NART05","NART","N","37.1025, -3.0605",2142.11,6.227,0,30,30,0,90,100,-5,-2,-3.5,69.8930690617216,2.6,2.34,3,59.3,28.8,8.3,758.5,14.1,18.9,88.1362228,120.1453094,568.6644897,3.12913,0.48579,0,2,0,0,2,2
"NART06","NART","N","37.102944, -3.06105555",2119.33,6.806,0,10,10,0,80,80,-15,-10,-12.5,235.945446147272,5,4,4,59.3,28.8,8.3,765.9,14.1,18.9,88.1362228,120.1453094,568.6644897,3.12434,0.47202,0,2,0,0,2,2
"NART07","NART","N","37.105, -3.061083333",2038.31,6.1368,0,15,15,0,100,100,-4,-2,-3,124.64530206319,4.15,4.15,3,54.4,26.3,8.7,810.1,14.4,19.2,88.1362228,120.1453094,568.6644897,3.33661,0.3955,0,4,0,0,2,2
"NCLV01","NCLV","N","37.04962216, -3.36889662",3099.04,5.92,0,98,98,0,85,100,-8,-6,-7,1131.58040971232,1.25,1.0625,0,46.4,12.2,3.2,503.8,9.9,15.2,72.4299545,105.5080566,401.527771,-0.52716,3.59534,6,1,10,3.88129467962708,3,2.42386382270748
"NCLV02","NCLV","N","37.05003056, -3.36762655",3089.01,6.1,25,50,50,0,66,75,-2,2,0,431.722779446081,1.3,0.858,0,53,18,3.6,700.6,10.2,15.5,70.1160278,103.5860519,387.315033,-0.89145,3.08466,6,4,6,2.10638239046788,3,2.73556085952051
"NCLV03","NCLV","N","37.04962609, -3.3679765",3075.8,5.88,0,85,85,0,90,100,-9,-9,-9,269.539928398244,3.25,2.925,1,46.4,12.2,3.2,700.6,9.9,15.2,72.4299545,105.5080566,401.527771,-0.65481,3.22917,5,4,8,2.88063623724061,4,1.61371972628922
"NCLV04","NCLV","N","37.04922347, -3.36832083",3064.24,5.8,12,0.5,0.5,0,88,88,0,0.5,0.25,230.446872275831,0.9,0.792,0,47.8,14,3.4,595,10.1,15.4,72.4299545,105.5080566,401.527771,-0.52669,3.33076,6,2,11,7.01265596591119,1,1
"NCLV05","NCLV","N","37.04900376, -3.36828758",3058.6,5.65,10,0,0,0,90,90,0,1,0.5,176.41868632264,2.55,2.295,0,47.8,14,3.4,595,10.1,15.4,72.4299545,105.5080566,401.527771,-0.52669,3.33076,6,0,6,2.31900635430226,0,0
"NCLV06","NCLV","N","37.04887615, -3.36833001",3057.09,5.64,0,5,5,0,100,100,-1,1,0,183.000487189184,3.25,3.25,0,47.8,14,3.4,595,10.1,15.4,72.4299545,105.5080566,401.527771,-0.52669,3.33076,5,4,5,2.15530919552438,2,2
"NCLV07","NCLV","N","37.04879677, -3.36818754",3055.94,5.28,0,5,5,0,99,100,-15,-10,-12.5,209.168421963728,2.2,2.178,0,47.8,14,3.4,595,10.1,15.4,72.4299545,105.5080566,401.527771,-0.52669,3.33076,5,2,7,3.61308894183552,2,1.64938488846612
"NCLV08","NCLV","N","37.04870745, -3.36817685",3055.36,6.12,3,90,90,0,50,97,-2,1,-0.5,133.935256426315,1.8,0.9,0,47.8,14,3.4,595,10.1,15.4,72.4299545,105.5080566,401.527771,-0.52669,3.33076,6,4,6,1.5303547496288,3,1.21996427813956
"NCLV09","NCLV","N","37.04855669, -3.36856254",3055.37,5.37,8,82,82,0,66,92,-6.5,-6.5,-6.5,180.711237479382,1.1,0.726,2,47.8,14,3.4,595,10.1,15.4,72.4299545,105.5080566,401.527771,-0.52669,3.33076,6,4,7,2.69258135146376,3,1.55765238754581
"NCLV10","NCLV","N","37.04759888, -3.36806738",3044.93,5.87,0,75,75,0,85,100,-8,-2,-5,445.529211953976,2.6,2.21,5,47.8,14,3.4,595,10.1,15.4,72.4299545,105.5080566,401.527771,-0.52669,3.33076,5,4,9,2.96263916985329,3,1.65061317880243
"NCMA01","NCMA","N","37.04990265, -3.32674243",2971.83,6.17,0,100,100,0,65,100,-3,0,-1.5,78.7640470415882,2.9,1.885,3,42.7,13.2,4,759.7,10.6,15.9,74.8423157,107.2088928,427.0659485,-0.01648,2.78598,5,1,5,3.3028261067728,3,2.02075336822021
"NCMA02","NCMA","N","37.0492766, -3.32563914",2955.81,6.2,5,0,0,0,95,95,-2,3.5,0.75,146.679795886776,4.16666666666667,3.95833333333333,3,45.8,14.4,4.2,749.7,10.7,16,74.8423157,107.2088928,427.0659485,0.00486,2.71028,5,2,6,2.02592067636448,1,1
"NCMA03","NCMA","N","37.04877386, -3.32487477",2929.96,6.07,0,50,50,0,100,100,-12,-12,-12,170.202952824667,2.65,2.65,4,45.9,18.8,4.4,749.7,10.8,16.1,73.4858856,105.898407,406.0230103,-0.19457,2.70944,5,4,12,3.44112581099705,2,1.19583527094272
"NCMA04","NCMA","N","37.04887579, -3.32506059",2935.37,6,5,30,30,0,92,95,-1,1,0,146.151,3.5,3.22,4,45.8,14.4,4.2,749.7,10.7,16,74.8423157,107.2088928,427.0659485,0.00486,2.71028,5,1,5,1.77220808146106,2,1.12664808309482
"NCMA05","NCMA","N","37.04815946, -3.32385246",2917.14,5.64,2,20,20,0,98,98,-15,-15,-15,92.500487189184,2.48,2.4304,3,45.9,18.8,4.4,896.1,10.8,16.1,73.4858856,105.898407,406.0230103,-0.28953,2.43705,5,4,6,2.77548884464244,3,1.53088875019617
"NCMA06","NCMA","N","37.04779729, -3.32452508",2917.47,5.5,2,45,45,0,98,98,-8,-8,-8,92.1963650966012,2.7,2.646,3,45.9,18.8,4.4,749.7,10.8,16.1,73.4858856,105.898407,406.0230103,-0.19457,2.70944,5,1,13,4.43592104599958,4,2.14861070042728
"NCMA07","NCMA","N","37.04720015, -3.32495474",2907.78,5.81,5,5,5,0,95,95,-10,-9,-9.5,101.859463,2.22,2.109,3,45.8,18.3,4.5,647.3,11,16.2,73.4858856,105.898407,406.0230103,-0.0571,2.87672,5,4,7,2.50097972300462,1,1
"NCMA08","NCMA","N","37.04653863, -3.32605762",2902.46,5.64,2,95,95,0,98,98,-5,-5,-5,99.200487189184,3.3,3.234,4,45.2,14.3,4.4,647.3,10.8,16.1,74.8423157,107.2088928,427.0659485,0.14165,2.86847,5,4,7,2.38069274430828,2,1.39592909584038
"NCMA09","NCMA","N","37.0483086, -3.32455626",2921.46,5.63,10,0,0,0,90,90,-2,5,1.5,49.7818641434533,4,3.6,1,45.9,18.8,4.4,749.7,10.8,16.1,73.4858856,105.898407,406.0230103,-0.19457,2.70944,5,0,2,1.95124998295872,0,0
"NCMA10","NCMA","N","37.04903247, -3.32541681",2948.12,6.69,10,90,90,0,70,90,-4,2,-1,154.528743345731,4.35,3.045,5,45.8,14.4,4.2,749.7,10.7,16,74.8423157,107.2088928,427.0659485,0.00486,2.71028,5,1,5,1.38811443488751,2,1.68485794206712
"NCPG01","NCPG","N","36.96630241, -3.33866665",2015.85,5.944,0,0,0,0,100,100,-50,-50,-50,248.982968077248,61.9,61.9,0,26.7,4.3,9.1,720.2,15.4,19.3,89.9687195,121.9764786,588.7310181,4.44328,0.96739,2,0,15,8.77152833976252,0,0
"NCPG02","NCPG","N","36.96553222, -3.33988881",1962.24,5.59,0,5,5,0,100,100,-20,-20,-20,186.102931871814,44.9,44.9,0,26.7,4.3,9.1,722.1,15.4,19.3,89.9687195,121.9764786,588.7310181,4.44205,0.96385,2,2,9,2.32198129453458,1,1
"NCPG03","NCPG","N","36.96567121, -3.33986506",1964.18,5.944,0,0,0,0,100,100,-50,-50,-50,248.982968077248,37.8,37.8,0,26.7,4.3,9.1,722.1,15.4,19.3,89.9687195,121.9764786,588.7310181,4.44205,0.96385,2,0,6,3.59034749523124,0,0
"NCPG04","NCPG","N","36.96556825, -3.33918416",1976.42,5.79,0,70,70,0,100,100,-10,-10,-10,330.433988276022,10.6,10.6,0,26.7,4.3,9.1,720.2,15.4,19.3,89.9687195,121.9764786,588.7310181,4.44328,0.96739,2,3,12,5.90776754671446,2,1.16182834482
"NCPG05","NCPG","N","36.96525261, -3.34033742",1951.41,6.08,0,0,0,0,100,100,-15,-10,-12.5,304.709714443885,24.5,24.5,0,26.7,4.3,9.1,722.1,15.4,19.3,89.9687195,121.9764786,588.7310181,4.44205,0.96385,5,0,12,3.81256660825941,0,0
"NCPG06","NCPG","N","36.96514303, -3.34026245",1949.19,5.56,0,0,0,0,100,100,-30,-20,-25,334.038774182535,37,37,0,26.7,4.3,9.1,722.1,15.4,19.3,89.9687195,121.9764786,588.7310181,4.44205,0.96385,2,0,12,4.38298785021741,0,0
"NCPG07","NCPG","N","36.96506544, -3.34162004",1925.88,6.16,0,0,0,0,100,100,0,0,0,234.758550991149,28.5,28.5,0,26.1,3.7,9.2,672.2,15.6,19.5,89.9687195,121.9764786,588.7310181,4.56892,1.04017,2,0,9,2.2752693667687,0,0
"NCPG08","NCPG","N","36.96480794, -3.34239633",1917.38,6.06,0,80,80,0,100,100,-3.5,-3.5,-3.5,188.696033707105,7.7,7.7,0,26.1,3.7,9.2,672.2,15.6,19.5,91.9300385,124.2417603,613.2852173,4.86435,0.90244,2,3,14,3.44112358519015,2,1.05194998940471
"NCPG09","NCPG","N","36.96449951, -3.34248343",1909.8,6.16,0,0,0,0,100,100,-15,-10,-12.5,232.758550991149,13.2,13.2,0,26.1,4.3,9.4,690.1,15.8,19.6,91.9300385,124.2417603,613.2852173,4.92474,0.81012,2,0,16,6.41118440427371,0,0
"NCPG10","NCPG","N","36.96438518, -3.34235816",1906.94,6.15,0,0,0,0,100,100,-5,-2,-3.5,179.75292692125,26.8,26.8,0,26.1,4.3,9.4,690.1,15.8,19.6,91.9300385,124.2417603,613.2852173,4.92474,0.81012,2,0,6,3.88556168646635,0,0
"NDAL01","NDAL","N","37.07046335, -3.42063117",2198.44,6.48,5,90,90,0,85,95,-2,0,-1,358.884435238603,3.16666666666667,2.69166666666667,5,41.7,14.3,7.6,751.4,13.8,18.7,86.0883865,117.9886017,543.9371338,3.01232,1.21617,2,1,16,3.99838641794137,4,1.11722830476466
"NDAL02","NDAL","N","37.06998076, -3.419313",2214.19,6.31,10,0,0,0,90,90,-4,-4,-4,393.82906719204,9.5,8.55,5,39.2,14.4,7.8,751.4,13.9,18.7,86.0883865,117.9886017,543.9371338,3.08434,1.20122,2,0,22,8.22697279290238,0,0
"NDAL03","NDAL","N","37.07043343, -3.41914685",2199.19,6.6,10,87,87,0,90,90,-5,1,-2,186.81233516354,2.7,2.43,6,39.2,14.4,7.8,751.4,13.9,18.7,86.0883865,117.9886017,543.9371338,3.08434,1.20122,5,1,10,3.80824243263997,3,1.07714492243054
"NDAL04","NDAL","N","37.07031456, -3.42039987",2203.04,6.39,0,95,95,0,98,100,-2,-2,-2,267.857824283046,3.55555555555556,3.48444444444444,4,41.7,14.3,7.6,751.4,13.8,18.7,86.0883865,117.9886017,543.9371338,3.01232,1.21617,2,1,16,5.60963938643502,4,2.36349183481743
"NDAL05","NDAL","N","37.07056428, -3.41894248",2190.54,6.17,1,70,70,0,96,99,-5,-2,-3.5,122.764047041588,3.5,3.36,5,39.2,14.4,7.8,751.4,13.9,18.7,86.0883865,117.9886017,543.9371338,3.08434,1.20122,5,1,11,4.46596098851954,3,1.08847548085472
"NDAL06","NDAL","N","37.07088255, -3.42027352",2187.24,6.77,5,80,80,0,90,95,-8,-8,-8,314.710731296529,2.77,2.493,5,38.2,14.5,8,759.2,14.1,18.9,86.0883865,117.9886017,543.9371338,3.18483,1.14662,2,3,18,3.68758497855222,3,1.5208117532239
"NDAL07","NDAL","N","37.07120429, -3.42089387",2176.3,6.39,0,98,98,0,98,100,-25,-25,-25,303.437824283046,2.86666666666667,2.80933333333333,4,38.2,14.5,8,694.7,14.1,18.9,86.0883865,117.9886017,543.9371338,3.22667,1.26663,2,4,16,2.92799119086842,3,1.95760780204347
"NDAL08","NDAL","N","37.07122924, -3.42190101",2170.83,6.03,0,15,15,0,100,100,-3,-3,-3,194.674294249022,6.15,6.15,5,39.5,16.4,8,694.7,14.2,18.9,86.0883865,117.9886017,543.9371338,3.20675,1.21196,2,4,16,4.17493383454171,3,1.5183610185529
"NDAL09","NDAL","N","37.07081243, -3.42142827",2182.41,6.63,0,90,90,0,96,100,-2,-2,-2,284.618186414345,3.85,3.696,5,38.2,14.5,8,694.7,14.1,18.9,86.0883865,117.9886017,543.9371338,3.22667,1.26663,2,1,19,6.36129970126312,2,1.98561720486998
"NDAL10","NDAL","N","37.07055493, -3.42134483",2189.81,6.19,8,65,65,0,85,92,-9,-2,-5.5,129.974666674067,3.16666666666667,2.69166666666667,4,41.7,14.3,7.6,606.9,13.8,18.7,86.0883865,117.9886017,543.9371338,3.10605,1.48502,2,1,20,7.57987703647404,3,1.4114227639742
"NDCM01","NDCM","N","37.05458773, -3.40601354",2560.29,6.54,2,95,95,0,95,98,-2.5,-2.5,-2.5,56.6993473005409,2.68,2.546,5,50.6,19.5,6.1,873,12.5,17.4,80.3223648,110.7052155,474.7621155,1.24108,1.53946,5,4,10,3.16797149680173,2,1.35293700284448
"NDCM02","NDCM","N","37.05434677, -3.40639877",2560.6,5.95,5,44,44,0,70,95,-8,-5,-6.5,366.608415559449,1.59,1.113,5,51.5,21.4,6,787.9,12.4,17.3,80.3223648,110.7052155,474.7621155,1.21657,1.68028,5,4,10,2.79033983570093,1,1
"NDCM03","NDCM","N","37.05513566, -3.40579164",2555.94,5.91,25,25,25,0,70,75,-2,0,-1,241.570636198986,1.85,1.295,4,50.6,19.5,6.1,873,12.5,17.4,80.3223648,110.7052155,474.7621155,1.24108,1.53946,6,4,11,3.81570861715306,1,1
"NDCM04","NDCM","N","37.05612047, -3.4073097",2507.8,6.19,2,40,40,0,90,98,-2,0,-1,178.174666674067,2.09,1.881,5,49.2,19.2,6.2,797.2,12.6,17.5,80.3223648,110.7052155,474.7621155,1.35692,1.6761,5,4,16,3.95217419531181,3,1.95036750449224
"NDCM05","NDCM","N","37.054867, -3.4084077",2522.26,6.16,0,90,0,90,80,100,-15,-15,-15,160.058550991149,2.7,2.16,4,46.2,16.6,6.2,797.2,12.6,17.5,79.9166107,111.4422379,471.3291016,1.417,1.79398,5,2,12,3.9538303643572,2,1.03356200588778
"NDCM06","NDCM","N","37.05486232, -3.40843576",2524.71,6.88,8,92,92,0,20,92,-6,-3,-4.5,140.253992839824,1.8,0.36,4,46.2,16.6,6.2,797.2,12.6,17.5,79.9166107,111.4422379,471.3291016,1.417,1.79398,5,1,4,1.96041364865713,2,1.03356200588778
"NDCM07","NDCM","N","37.05478205, -3.4087189",2520.43,6.66,20,80,80,0,40,80,-4,0,-2,291.923647119324,0.95,0.38,3,46.2,16.6,6.2,797.2,12.6,17.5,79.9166107,111.4422379,471.3291016,1.417,1.79398,2,1,13,4.2751467305532,4,3.08343572114485
"NDCM08","NDCM","N","37.05497616, -3.40884274",2520.43,5.94,0,100,0,100,40,100,-16,-16,-16,280.599294386098,1.29,0.516,4,46.2,16.6,6.2,797.2,12.6,17.5,79.9166107,111.4422379,471.3291016,1.417,1.79398,5,2,7,2.49498810950187,1,1
"NDCM09","NDCM","N","37.05775223, -3.40718763",2483.4,6.04,20,2,1,1,70,70,-7,-7,-7,189.881708217065,3.45,2.415,5,49.5,20,6.5,795.2,12.9,17.7,80.3223648,110.7052155,474.7621155,1.4725,1.5896,5,4,9,4.90244997160303,4,4
"NDCM10","NDCM","N","37.05707761, -3.4080511",2486.34,6.98,0,20,5,15,98,100,-10,-7,-8.5,159.763455213673,2.5,2.45,4,49.5,20,6.5,795.2,12.9,17.7,80.3223648,110.7052155,474.7621155,1.4725,1.5896,5,2,17,3.16956182281973,3,1.5183610185529
"NGCV01","NGCV","N","37.064463, -3.365537",2895.52,6.53,0,95,95,0,75,100,-4,-1,-2.5,579.897002797989,2.45,1.8375,2,67.2,33.3,4.5,907.1,11,16.2,75.0100098,107.3589325,425.2174377,-0.41603,1.79499,5,4,11,3.78987601739842,3,1.39813590266866
"NGCV02","NGCV","N","37.065005, -3.365751",2887.97,6.88,3,94,94,0,70,97,-1,2,0.5,401.953992839824,1.25,0.875,2,54.6,20.4,3.9,907.1,10.5,15.8,75.0100098,107.3589325,425.2174377,-0.36631,2.28895,5,4,7,2.3723954607278,2,1.35293700284448
"NGCV03","NGCV","N","37.064759, -3.361295",2804.76,6.3,2,60,60,0,90,98,-10,-8,-9,408.825085655464,1.1,0.99,3,64.7,31,4.7,957,11.1,16.4,75.0100098,107.3589325,425.2174377,-0.31496,1.72741,5,4,9,2.21902249397497,3,1.5208117532239
"NGCV04","NGCV","N","37.064788, -3.360825",2796.54,6.54,0,95,95,0,90,100,-6,-6,-6,334.899347300541,3.05,2.745,3,63.9,29.6,4.8,957,11.2,16.4,75.0100098,107.3589325,425.2174377,-0.25896,1.73568,5,1,8,3.18793285253656,3,1.75438566935415
"NGCV05","NGCV","N","37.065996, -3.360408",2754.29,6.19,0,100,100,0,83,100,0,0,0,213.774666674067,2.8,2.324,2,57.3,24,5,968,11.4,16.6,75.0100098,107.3589325,425.2174377,-0.03333,1.83258,6,1,4,3.28170667701774,4,2.26844415968282
"NGCV06","NGCV","N","37.066584, -3.360109",2735.52,6.44,2,95,95,0,90,98,-4,-4,-4,313.873285758885,2.1,1.89,1,57.3,24,5,968,11.4,16.6,75.0100098,107.3589325,425.2174377,-0.03333,1.83258,5,4,10,3.24213060748239,5,2.40277822015569
"NGCV07","NGCV","N","37.066815, -3.359844",2727.44,6.88,0,79,79,0,93,100,-30,-25,-27.5,367.953992839824,2.4,2.232,1,57.3,24,5,950.2,11.4,16.6,78.2043839,109.5312424,455.4961243,0.35458,1.65614,5,4,10,3.1904417876893,3,1.44828079396062
"NGCV08","NGCV","N","37.067221, -3.359133",2708.91,6.33,0,90,90,0,95,100,-3,-1,-2,242.836760435691,2.7,2.565,1,57.3,24,5,950.2,11.4,16.6,78.2043839,109.5312424,455.4961243,0.35458,1.65614,5,4,8,1.75227211824719,4,2.09918113869842
"NGCV09","NGCV","N","37.065286, -3.362087",2799.49,5.95,5,82,82,0,90,92,-20,-15,-17.5,292.608415559449,2.55,2.295,2,64.7,31,4.7,957,11.1,16.4,75.0100098,107.3589325,425.2174377,-0.31496,1.72741,6,4,14,4.09449769532283,2,1.35293700284448
"NGCV10","NGCV","N","37.06683, -3.365889",2852.26,5.96,0,100,100,0,55,100,-10,-7,-8.5,374.617329109546,1.9,1.045,1,53.9,19.6,4.1,767.9,10.6,15.9,78.2043839,109.5312424,455.4961243,0.17991,2.31906,6,4,6,2.503334138464,2,1.62616253257254
"NGLR01","NGLR","N","37.12373565, -3.27331024",2632.1,6.66,2,95,95,0,65,98,-2,2,0,136.923647119324,4.55555555555556,2.96111111111111,5,50.5,21.7,5.8,834.4,12.1,17.3,77.9057388,110.4443665,457.718811,0.91396,1.81324,5,4,5,1.46430368294478,5,1.96992046774496
"NGLR02","NGLR","N","37.12381048, -3.27310527",2632.08,5.51,10,15,15,0,85,90,-1,2,0.5,163.621486894053,2.6,2.21,5,50.5,21.7,5.8,834.4,12.1,17.3,77.9057388,110.4443665,457.718811,0.91396,1.81324,5,4,5,2.85417363399852,2,1.64938488846612
"NGLR03","NGLR","N","37.12195014, -3.27173442",2651.89,6.02,0,100,100,0,95,100,-15,-8,-11.5,241.666707587479,2.05,1.9475,3,51.5,21.6,5.5,957.5,11.9,17.2,77.9057388,110.4443665,457.718811,0.73062,1.63985,5,1,14,2.23304763462642,3,2.93085517766445
"NGLR04","NGLR","N","37.12121167, -3.27176426",2655.66,6.39,1,80,80,0,91,99,-5,-5,-5,426.857824283046,1.75,1.5925,2,61.2,29.8,5.4,942.5,11.8,17.1,77.9057388,110.4443665,457.718811,0.49148,1.44813,5,1,9,3.03583279424612,3,1.16127212696109
"NGLR05","NGLR","N","37.12112793, -3.27188746",2657.22,6.8,5,94,94,0,25,95,-5,1,-2,135.044687227583,0.5,0.125,4,61.2,29.8,5.4,942.5,11.8,17.1,77.9057388,110.4443665,457.718811,0.49148,1.44813,2,1,5,3.17989724040812,2,1.03356200588778
"NGLR06","NGLR","N","37.12126744, -3.27166903",2655.89,5.49,10,0,0,0,90,90,0,4.5,2.25,169.170658137316,1.1,0.99,4,61.2,29.8,5.4,942.5,11.8,17.1,77.9057388,110.4443665,457.718811,0.49148,1.44813,6,0,4,1.44436216861774,0,0
"NGLR07","NGLR","N","37.12109179, -3.27176587",2656.26,5.76,0,20,5,17,100,100,-22,-18,-20,202.393507510766,2.6,2.6,4,61.2,29.8,5.4,942.5,11.8,17.1,77.9057388,110.4443665,457.718811,0.49148,1.44813,5,2,15,3.2956556112144,4,1.40797253046627
"NGLR08","NGLR","N","37.12045459, -3.2672763",2725.16,5.77,2,75,75,0,95,98,-1,1,0,179.907312965291,2.55,2.4225,5,62,29.7,5.4,972.2,11.7,17,77.9057388,110.4443665,457.718811,0.43151,1.39462,5,4,7,1.61210468966168,3,2.4480616334779
"NGLR09","NGLR","N","37.12038561, -3.26657901",2725.31,5.04,3,5,5,0,94,97,-1,-1,-1,270.817082170648,2.16666666666667,2.03666666666667,5,67.5,35.3,5.4,972.2,11.7,17.1,74.8920364,107.2683945,427.2468567,-0.08769,1.42684,5,4,8,2.29588198651412,2,1.45756926498109
"NGLR10","NGLR","N","37.12155716, -3.26969699",2681.47,5.09,2,10,10,0,98,98,-14,-14,-14,237.163221498587,2.4,2.352,5,59.2,27.6,5.3,947.1,11.7,17,77.9057388,110.4443665,457.718811,0.48794,1.52318,5,4,9,4.69295343788361,2,1.64938488846612
"NLPC01","NLPC","N","37.00022, -3.442289",2437.6,6.27,2,50,50,0,95,98,-5,-5,-5,338.812575903067,4.45,4.2275,4,43.1,10.6,6.7,870.4,13.4,17.6,77.6899643,108.9467773,449.3730469,1.38605,1.78091,2,4,13,5.20239729431712,5,1.36704259079097
"NLPC02","NLPC","N","37.000047, -3.442171",2426.06,5.68,18,5,3,2,81,82,-1,1,0,121.470835650332,3.25,2.6325,2,43.1,10.6,6.7,870.4,13.4,17.6,77.6899643,108.9467773,449.3730469,1.38605,1.78091,4,4,8,4.39204905505766,5,4
"NLPC03","NLPC","N","36.999627, -3.442087",2396.39,5.52,0,0,0,0,100,100,-3,-3,-3,57.2460368495797,30,30,0,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,2,2,11,5.90911125059315,1,1
"NLPC04","NLPC","N","36.999644, -3.442006",2399.46,5.66,5,1,1,0,95,95,-17,-2,-9.5,41.6364711932416,26.7,25.365,4,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,2,2,15,6.33879636676995,1,1
"NLPC05","NLPC","N","36.99941, -3.442292",2387.7,6.1,0,60,60,0,98,100,-4,-4,-4,112.822779446081,16.5,16.17,4,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,2,1,16,8.76387026843987,3,2.08380682933567
"NLPC06","NLPC","N","36.999242, -3.442536",2381.07,6.8,5,40,40,0,100,95,-15,-15,-15,268.944687227583,6.25,6.25,4,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,2,1,15,7.44915177340621,2,1.83619119570559
"NLPC07","NLPC","N","36.999159, -3.442288",2368.04,6.79,65,7,7,0,45,45,0.5,0.5,0.5,85.6433988276022,1.45,0.6525,0,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,4,2,10,4.65014071134295,2,2
"NLPC08","NLPC","N","36.99877, -3.442367",2344.11,7.02,0,60,60,0,100,100,-20,-20,-20,210.966670758748,29.9,29.9,0,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,2,1,9,3.08850733460454,1,1
"NLPC09","NLPC","N","36.99881, -3.44255",2350.96,6.95,18,11,11,0,82,82,1,1,1,161.160841555945,14.9,12.218,0,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,2,2,13,5.10310270933091,1,1
"NLPC10","NLPC","N","36.99892, -3.442351",2355.49,7.21,0,35,35,0,100,100,-35,-20,-27.5,208.978480834435,2.8,2.8,5,43.1,10.6,6.7,870.4,13.4,17.6,84.0224304,116.0640793,525.9464111,2.32039,1.34397,2,4,18,3.89468353811667,2,1.08492451262042
"NTCC01","NTCC","N","37.035287, -3.249365",1690.09,5.88,0,0,0,0,100,100,-3,-1,-2,706.539928398244,72.8,72.8,0,37.7,14.8,10.4,628.6,16.2,20.6,92.4238586,124.8413086,615.2144165,5.15549,0.40765,2,0,6,3.17641490394095,0,0
"NTCC02","NTCC","N","37.035237, -3.249372",1691.03,6.07,5,0,0,0,95,95,0,1,0.5,468.702952824667,14.8,14.06,1,37.7,14.8,10.4,628.6,16.2,20.6,92.4238586,124.8413086,615.2144165,5.15549,0.40765,2,0,6,3.78641024608055,0,0
"NTCC03","NTCC","N","37.035604, -3.248525",1679.21,5.54,0,0,0,0,100,100,-5,-2,-3.5,346.993473005409,6.6,6.6,2,37.7,14.8,10.4,628.6,16.2,20.6,92.4238586,124.8413086,615.2144165,5.15549,0.40765,2,0,7,4.05006918668941,0,0
"NTCC04","NTCC","N","37.035648, -3.248544",1680.18,5.95,0,0,0,0,100,100,-1,-1,-1,67.4084155594486,14.7,14.7,2,37.7,14.8,10.4,628.6,16.2,20.6,92.4238586,124.8413086,615.2144165,5.15549,0.40765,2,0,11,5.09775211252897,0,0
"NTCC05","NTCC","N","37.035371, -3.247314",1669.19,5.75,0,0,0,0,100,100,1,2,1.5,311.379380485896,42.7,42.7,0,30.8,12.2,10.5,679.4,16.3,20.7,92.4238586,124.8413086,615.2144165,5.27599,0.40713,2,0,9,5.60943636872907,0,0
