"Plot_ID","LOC","NP","Coords","Elev","pH","Cov_bare_soil","Cov_bry_alive","Cov_bry_no_sph","Cov_sph_alive","Cov_vp","Cov_total","WTD_min","WTD_max","WTD_mean","CE","Veg_height_mean","Veg_volume_m3","Pertorb","Pluvio_June","Pluvio_July","Tmit_anual","Pluvio_anual","Tmit_June","Tmit_July","PET_junio","PET_julio","PET_anual","Clim_PCA1","Clim_PCA2","pv_groups","bry_groups","PV_N_sp","PV_Hill1","BRY_N_sp","BRY_Hill1"
"PCCA08","PCCA","P","43.1069335, -4.9368123",1744.42,6.83,5,35,35,0,95,95,-5,-5,-5,351.948379117253,11.3,10.735,3,77.4,56.8,5.5,1552,10.6,14.2,81.3124542,99.6343155,491.6986694,-1.21478,-0.66838,2,1,14,6.86556451090307,4,2.43223555425007
"PCCA09","PCCA","P","43.1071599, -4.9383742",1710.43,6.81,5,50,50,0,90,95,-20,-20,-20,355.9459463,19.3,17.37,3,76.4,56.6,5.8,1492.1,10.8,14.4,81.3124542,99.6343155,491.6986694,-1.05214,-0.60783,2,3,23,11.2873944717472,5,3.09670201523674
"PCCA10","PCCA","P","43.1071981, -4.9379817",1719.22,6.5,0,25,25,0,100,100,-15,-10,-12.5,390.88963650966,11.3,11.3,2,77.4,56.8,5.5,1492.1,10.6,14.2,81.3124542,99.6343155,491.6986694,-1.17593,-0.55693,2,1,23,8.346475088431,3,1.5183610185529
"PCCO01","PCCO","P","43.28805, -4.992988",846.4,5.49,10,60,0,60,88,90,-6,2,-2,118.670658137316,4.9,4.312,6,65.9,55.3,9.5,1412.6,13.9,16.8,89.4732971,107.0613098,636.3378906,1.90321,-1.95613,3,2,15,6.66448685998627,2,1.05194998940471
"PCCO02","PCCO","P","43.28888, -4.991425",870.23,4.89,2,98,0,98,85,98,-1,1,0,78.104009064591,5.9,5.015,5,68.1,56,9.5,1373.4,13.9,16.8,89.5895691,106.4690781,635.6503906,1.87411,-1.93001,3,2,4,2.09918113869842,1,1
"PCCO03","PCCO","P","43.287394, -4.991946",840.92,4.82,1,88,25,63,80,99,-40,-30,-35,183.017671242958,1.45,1.16,5,65.9,55.3,9.5,1412.6,13.9,16.8,89.4732971,107.0613098,636.3378906,1.90321,-1.95613,3,2,12,6.28614446630366,9,4.52144685481525
"PCCO04","PCCO","P","43.28686, -4.991429",838.45,4.75,10,88,0,88,60,90,-1,2,0.5,61.9938048589642,4.8,2.88,4,65.9,55.3,9.5,1421.3,13.9,16.8,89.5895691,106.4690781,635.6503906,1.87521,-1.98353,4,2,8,2.78648532671581,3,1.97933700512351
"PCCO05","PCCO","P","43.28677, -4.989197",840.94,4.58,9,90,0,90,66,91,-5,1,-2,39.6203647082851,3.8,2.508,6,66.2,55.6,9.6,1384.7,13.9,16.8,89.5895691,106.4690781,635.6503906,1.90697,-1.9397,3,2,11,5.06534315681428,5,4.16663302432606
"PCCO06","PCCO","P","43.285573, -4.988701",838.63,4.84,0,99,2,97,75,100,-50,-50,-50,124.955415200097,1.75,1.3125,5,66.2,55.6,9.6,1384.7,13.9,16.8,89.5895691,106.4690781,635.6503906,1.90697,-1.9397,3,2,14,8.63118611501674,8,2.88063623724061
"PCCO07","PCCO","P","43.284293, -4.984985",842.83,5.89,1,75,75,0,99,99,-20,-10,-15,193.850400906459,9.2,9.108,6,67.4,57,9.7,1394.2,13.9,16.8,89.5895691,106.4690781,635.6503906,1.88625,-2.01009,2,3,21,11.4480454387632,2,1.97003009073314
"PCCO08","PCCO","P","43.282315, -4.991515",841.89,6.77,0,95,95,0,80,100,-1,-1,-1,292.940731296529,34.3,27.44,0,72.9,62,9.6,1689.1,14,16.9,89.0859909,105.6650162,621.6697388,1.47835,-2.63317,2,3,9,2.9898863570537,4,1.96477920181184
"PCCO09","PCCO","P","43.283601, -4.99456",841.43,6.22,8,85,85,0,85,92,-21,-5,-13,268.78970670446,8,6.8,6,69.7,58.6,9.6,1591,14,16.8,89.4732971,107.0613098,636.3378906,1.7388,-2.40942,2,3,20,5.17307372787819,2,1.39592909584038
"PCCO10","PCCO","P","43.28799, -4.992728",844.76,4.3,1,85,7,78,50,99,-36,-25,-30.5,92.1085655464082,1.6,0.8,5,65.9,55.3,9.5,1412.6,13.9,16.8,89.4732971,107.0613098,636.3378906,1.90321,-1.95613,3,2,15,5.02473178138849,5,2.80716622888675
"PCER01","PCER","P","43.2715815, -4.9804398",1115.7,6.54,0,95,95,0,100,100,-1,-1,-1,195.499347300541,28.4,28.4,0,76.4,62.4,8.5,1476.2,12.9,16,86.0828018,104.1688614,597.5275879,0.76775,-1.82363,2,3,19,7.19097042305421,1,1
"PCER02","PCER","P","43.2703965, -4.9794551",1118.26,6.93,10,0,0,0,90,90,-50,-50,-50,334.208996075333,25,22.5,4,76.8,63.5,8.4,1435.8,12.8,15.9,86.0828018,104.1688614,597.5275879,0.72897,-1.74695,2,0,17,6.22073469060829,0,0
"PCER03","PCER","P","43.2677179, -4.979733",1112.02,6.8,0,85,85,0,100,100,-15,-8,-11.5,373.944687227583,16.3,16.3,3,76.1,62.5,8.3,1453,12.7,16,86.0828018,104.1688614,597.5275879,0.72281,-1.73053,2,3,19,7.97483914787301,2,1.68485794206712
"PCER04","PCER","P","43.2675173, -4.9796788",1114.29,7.56,30,15,15,0,70,70,-30,-30,-30,322.990387741825,8.7,6.09,5,76.1,62.5,8.3,1453,12.7,16,86.0828018,104.1688614,597.5275879,0.72281,-1.73053,2,1,19,7.6594541879219,4,2.27632151968323
"PCER05","PCER","P","43.2665768, -4.9799945",1111.3,5.72,0,40,40,0,100,100,-30,-25,-27.5,153.134994209431,13.9,13.9,6,74.6,61.4,8.2,1440.5,12.7,15.9,86.0335083,103.3174896,589.3792725,0.65609,-1.63502,2,2,17,7.66200229471725,1,1
"PCER06","PCER","P","43.2662521, -4.9796124",1113.29,6.67,0,1,1,0,100,100,-10,-10,-10,544.925385123076,33.1,33.1,0,74.6,61.4,8.2,1440.5,12.7,15.9,86.0335083,103.3174896,589.3792725,0.65609,-1.63502,2,2,15,7.34293842184895,2,2
"PCER07","PCER","P","43.270295, -4.980919",1113.09,6.37,2,10,10,0,98,98,-47,-47,-47,268.851123747938,5.6,5.488,5,75.9,62.1,8.4,1435.8,12.8,15.9,86.0828018,104.1688614,597.5275879,0.75501,-1.7134,2,0,17,6.76566102605416,0,0
"PCER08","PCER","P","43.268326, -4.982453",1114.92,6.98,40,15,15,0,55,60,-15,5,-5,370.963455213673,5,2.75,3,73.6,59.7,8.2,1461.1,12.6,15.9,86.0828018,104.1688614,597.5275879,0.72942,-1.64638,1,2,15,7.02289054522566,5,4
"PCER09","PCER","P","43.265141, -4.981875",1111.19,5.95,0,95,95,0,97,100,-2,-2,-2,149.408415559449,10,9.7,4,72.1,58.7,8.2,1481.2,12.6,15.9,86.0335083,103.3174896,589.3792725,0.67199,-1.62953,2,3,9,4.84187984309509,2,1.35293700284448
"PCER10","PCER","P","43.267053, -4.98195",1111.17,6.22,0,40,40,0,100,100,-20,-20,-20,166.18970670446,30,30,1,73.1,59.7,8.2,1442.7,12.6,15.9,86.0828018,104.1688614,597.5275879,0.74682,-1.60677,2,3,20,9.50379720023821,2,2
"PFRI01","PFRI","P","43.035242, -4.696987",1741.45,5.68,5,90,17,73,40,95,-3,0,-1.5,89.2708356503319,4.8,1.92,1,68.9,46,5.7,1215.1,10.8,14.4,81.1531372,100.1047363,498.1891785,-0.64366,0.17243,4,2,7,2.92605002460992,4,3.10337119322542
"PFRI02","PFRI","P","43.035339, -4.696741",1741.57,4.27,0,100,5,95,20,100,-30,-25,-27.5,81.2575903066782,1.2,0.24,1,68.9,46,5.7,1215.1,10.8,14.4,81.1531372,100.1047363,498.1891785,-0.64366,0.17243,3,2,5,2.58824706895879,5,1.29729320046722
"PFRI03","PFRI","P","43.0372, -4.6975",1740.71,4.35,0,30,3,27,95,100,-30,-30,-30,174.410742633931,9.4,8.93,0,68.7,45.3,5.6,1234.4,10.7,14.4,81.1531372,100.1047363,498.1891785,-0.67695,0.17482,4,2,7,2.88402472015762,2,1.64938488846612
"PFRI04","PFRI","P","43.0368, -4.69679",1740.89,5.17,1,99,4,95,40,99,-6,-6,-6,137.640470415882,4.35,1.74,5,68.7,45.3,5.6,1234.4,10.7,14.4,81.1531372,100.1047363,498.1891785,-0.67695,0.17482,4,2,13,6.89954110484611,4,1.17913912911484
"PFRI05","PFRI","P","43.03409, -4.696824",1756.55,5.84,5,50,25,25,90,95,-10,3,-3.5,239.49554152001,6.6,5.94,2,68.9,46,5.7,1204.6,10.8,14.4,81.1531372,100.1047363,498.1891785,-0.63685,0.19196,3,1,13,6.19017829198233,7,4.42291058690742
"PFRI06","PFRI","P","43.035206, -4.695304",1751.42,5.33,0,75,35,40,98,100,-7,-7,-7,138.367604356908,7.1,6.958,3,68.9,46,5.7,1256.8,10.8,14.4,81.1531372,100.1047363,498.1891785,-0.67071,0.09484,3,3,19,6.24678386940034,8,1.85157166915744
"PFRI07","PFRI","P","43.030025, -4.695217",1741.1,6.65,0,75,40,35,95,100,-15,-15,-15,179.921868632264,15.8,15.01,1,72.2,47.6,5.6,1224.5,10.7,14.3,81.0475082,100.0053711,498.6393127,-0.7599,0.11735,1,3,20,4.71808372736865,5,1.94432442585711
"PFRI08","PFRI","P","43.0315016, -4.6929362",1762.96,3.81,0,90,5,85,45,100,-50,-40,-45,55.9462999999544,2.5,1.125,5,67.8,44.9,5.7,1132.9,10.8,14.4,81.0475082,100.0053711,498.6393127,-0.57323,0.35659,3,2,5,3.32187692743886,6,1.25497204791564
"PFRI09","PFRI","P","43.031525, -4.693911",1761.82,5.69,10,70,67,3,90,90,-4,-4,-4,129.28743345731,45,40.5,3,67.8,44.9,5.7,1132.9,10.8,14.4,81.0475082,100.0053711,498.6393127,-0.57323,0.35659,1,3,12,4.37160097276566,3,1.1842327278603
"PFRI10","PFRI","P","43.029865, -4.695413",1732.32,6,0,90,60,30,100,100,-5,-5,-5,249.651,16.6,16.6,2,72.2,47.6,5.6,1224.5,10.7,14.3,81.0475082,100.0053711,498.6393127,-0.7599,0.11735,1,3,14,2.7376211277668,5,2.23586224559033
"PLIO01","PLIO","P","43.1503903, -4.8459832",1870.05,7.07,0,95,95,0,15,100,-25,-20,-22.5,1399.97029528247,4.55555555555556,0.683333333333333,0,80.7,61.7,4.2,1246.3,9.4,13.2,77.3275757,96.6677856,424.7815247,-2.26542,0.46627,2,3,14,4.78937758430561,4,1.44436216861774
"PLIO02","PLIO","P","43.1502099, -4.845923",1872.86,7.01,3,85,85,0,55,86,-2,0.5,-0.75,479.965894420989,4.1,2.255,0,80.7,61.7,4.2,1246.3,9.4,13.2,77.3275757,96.6677856,424.7815247,-2.26542,0.46627,2,1,10,4.66359640439253,3,1.55765238754581
"PLIO03","PLIO","P","43.1509543, -4.8443674",1871.38,6.02,0,75,75,0,100,100,-5,0,-2.5,749.666707587479,9,9,3,84.3,65.4,4.6,1415,9.7,13.5,77.3275757,96.6677856,424.7815247,-2.29861,-0.03907,4,3,12,3.49923027340064,4,1.13466946699174
"PLIO04","PLIO","P","43.1534966, -4.8412915",1878.4,6.89,0,85,85,0,97,97,-2,-2,-2,719.955040090646,19.2,18.624,3,79.1,62.4,4.8,1416.4,9.9,13.6,76.5803604,96.5789719,425.9061584,-2.16533,0.0393,2,3,8,3.84301317066306,1,1
"PLIO05","PLIO","P","43.1533591, -4.8416474",1878.24,6.43,6,0,0,0,92,92,2,3,2.5,569.870334205045,5.3,4.876,2,79.1,62.4,4.8,1416.4,9.9,13.6,76.5803604,96.5789719,425.9061584,-2.16533,0.0393,5,0,4,2.10071459659347,0,0
"PLIO06","PLIO","P","43.1534007, -4.8419098",1878.02,6.97,0,80,80,0,100,100,-8,-8,-8,849.962603976247,22.3,22.3,0,79.1,62.4,4.8,1416.4,9.9,13.6,77.3275757,96.6677856,424.7815247,-2.12899,0.01665,2,3,15,3.31056349919811,5,1.28287656574695
"PLIO07","PLIO","P","43.1551563, -4.8414471",1922.53,7.26,20,70,70,0,50,75,-3,1,-1,509.980821023502,4.3,2.15,1,71.6,57.1,4.9,1481.3,10,13.7,76.5803604,96.5789719,425.9061584,-2.01617,0.06505,2,1,12,5.48172030463214,3,1.08847548085472
"PLIO08","PLIO","P","43.1549826, -4.8451485",1898.05,6.95,0,40,40,0,100,100,-40,-30,-35,809.960841555945,8,8,4,70.3,56,5,1599.3,10.1,13.7,77.3275757,96.6677856,424.7815247,-1.99836,-0.16861,2,1,13,3.81791819718019,3,1.98877838601116
"PLIO09","PLIO","P","43.1510657, -4.8483786",1866.79,6.89,0,70,70,0,70,100,-1,-1,-1,579.955040090646,4,2.8,6,82.4,64.9,4.7,1430.8,9.8,13.5,77.3275757,96.6677856,424.7815247,-2.25123,-0.06371,2,3,10,2.65606947539705,5,1.78886717570618
"PLIO10","PLIO","P","43.1509389, -4.8484791",1865.5,6.97,0,30,30,0,100,100,-30,-30,-30,469.962603976247,5.7,5.7,3,82.4,64.9,4.7,1430.8,9.8,13.5,77.3275757,96.6677856,424.7815247,-2.25123,-0.06371,2,4,17,5.0055334895874,3,1.98877838601116
"PRON01","PRON","P","43.372318, -4.669703",251.33,4.5,2,93,0,93,45,98,-45,-45,-45,188.063650966012,12.7,5.715,3,74.6,69.3,13.1,1235.5,17.1,19.3,94.1762238,111.4350128,707.2235718,3.94711,-3.20212,3,2,12,5.24351063498848,5,1.43342284443703
"PRON02","PRON","P","43.372241, -4.669628",252,4.4,4,40,5,35,88,96,-40,-40,-40,200.106059747683,4.8,4.224,5,74.6,69.3,13.1,1235.5,17.1,19.3,94.1762238,111.4350128,707.2235718,3.94711,-3.20212,3,2,10,4.12833539574673,7,3.30254774925619
"PRON03","PRON","P","43.372281, -4.671014",253.35,4.44,2,80,0,80,40,98,-50,-50,-50,147.328575888523,5.6,2.24,3,77.3,71.5,13.1,1235.5,17.1,19.3,94.1762238,111.4350128,707.2235718,3.89212,-3.26869,3,2,9,6.24965430793921,3,1.95760780204347
"PRON04","PRON","P","43.37135, -4.670674",259.2,3.95,1,92,2,90,90,99,-60,-60,-60,176.841555944861,9.6,8.64,5,77.3,71.5,13.1,1235.5,17.1,19.3,94.1762238,111.4350128,707.2235718,3.89212,-3.26869,3,2,8,3.78423033257416,6,3.3330861282133
"PRON05","PRON","P","43.371339, -4.66903",255.4,4.18,1,85,0,85,40,99,-40,-40,-40,126.341798664535,3.4,1.36,3,74.6,69.3,13.1,1235.5,17.1,19.3,94.1762238,111.4350128,707.2235718,3.94711,-3.20212,3,2,11,6.06016721053949,4,2.70835881871136
"PRON06","PRON","P","43.372478, -4.668077",249.86,4.11,5,70,3,67,88,95,-50,-50,-50,109.508975629659,5.6,4.928,6,74.6,69.3,13.1,1212.5,17.1,19.3,94.1762238,111.4350128,707.2235718,3.96203,-3.15933,3,2,6,2.66759200297323,8,2.01021215172099
"PRON07","PRON","P","43.369969, -4.668185",244.64,4.17,6,90,5,85,60,94,-50,-50,-50,114.20470415882,4.1,2.46,3,75.9,70,13.2,1386,17.2,19.3,94.1762238,111.4350128,707.2235718,3.85823,-3.53227,3,2,13,4.73919806300258,8,3.08016724760678
"PRON08","PRON","P","43.370392, -4.66849",247.33,3.67,27,40,0,40,65,73,-50,-50,-50,221.385123076372,3.5,2.275,6,75.9,70,13.2,1386,17.2,19.3,94.1762238,111.4350128,707.2235718,3.85823,-3.53227,1,2,4,2.16578249515851,3,1.35362948901525
"PRON09","PRON","P","43.371147, -4.666408",253.16,4.27,5,93,0,93,45,95,-7,4,-1.5,86.1575903066782,7.6,3.42,2,75.3,70.2,13.2,1386,17.3,19.4,95.3191223,112.0305557,714.5864868,4.00821,-3.60177,3,2,8,3.08112677671501,4,1.58585628320036
"PRON10","PRON","P","43.3711, -4.665774",252.98,3.96,0,92,2,90,45,100,-45,-45,-45,118.232910954603,5.9,2.655,3,75.3,70.2,13.2,1362.9,17.3,19.4,95.3191223,112.0305557,714.5864868,4.02319,-3.55879,3,2,6,2.90263392021451,5,1.67113206588674
"PRVA01","PRVA","P","43.087133, -5.16377",1267.35,6,15,8,8,0,85,85,-1,2,0.5,322.651,23.7,20.145,0,70.7,51.4,7.8,1490.5,12.7,16,87.6111145,105.4199677,578.3550415,0.86274,-1.43429,1,3,10,5.08248272554515,4,4
"PRVA02","PRVA","P","43.087164, -5.163931",1268.15,5.84,0,75,50,25,75,100,-19,-19,-19,201.49554152001,8.85,6.6375,2,70.7,51.4,7.8,1490.5,12.7,16,87.6111145,105.4199677,578.3550415,0.86274,-1.43429,1,2,17,8.87541544762023,8,3.32721689621848
"PRVA03","PRVA","P","43.087268, -5.164708",1269.77,5.96,60,5,5,0,40,40,-2,4,1,184.117329109546,11.5,4.6,6,70.7,51.4,7.8,1490.5,12.7,16,87.6111145,105.4199677,578.3550415,0.86274,-1.43429,1,3,8,4.73809363237218,4,4
"PRVA04","PRVA","P","43.084811, -5.161933",1269.66,6.46,3,5,5,0,100,100,-4,0,-2,341.878988839192,34.4,34.4,1,68.2,49.6,7.8,1516.2,12.7,16,87.6111145,105.4199677,578.3550415,0.89424,-1.42452,2,3,9,1.2909843913228,3,1.53088875019617
"PRVA05","PRVA","P","43.084781, -5.161998",1271.84,6.37,35,5,5,0,65,65,-10,-10,-10,254.851123747938,8.3,5.395,3,68.2,49.6,7.8,1516.2,12.7,16,87.6111145,105.4199677,578.3550415,0.89424,-1.42452,2,2,14,5.98670061918203,4,3.29876977693224
"PRVA06","PRVA","P","43.084811, -5.161933",1269.66,6.8,2,85,85,0,98,98,-17,-17,-17,256.944687227583,2.65,2.597,1,68.2,49.6,7.8,1516.2,12.7,16,87.6111145,105.4199677,578.3550415,0.89424,-1.42452,2,3,19,7.58408134966602,4,2.9133931513396
"PRVA07","PRVA","P","43.08568, -5.162877",1268.26,5.32,5,90,40,50,95,95,-6,-1,-3.5,128.829580977794,5.4,5.13,1,68.4,49.8,7.8,1486.9,12.7,16,87.6111145,105.4199677,578.3550415,0.90875,-1.37556,1,2,18,10.8523567215738,6,2.503334138464
"PRVA08","PRVA","P","43.087333, -5.166378",1272.74,6.06,40,50,50,0,60,60,-10,-2,-6,173.196033707105,6.3,3.78,5,69,50.5,7.8,1473.4,12.7,16,87.6111145,105.4199677,578.3550415,0.90284,-1.36884,2,1,17,7.56585615958798,6,2.79182540777324
"PRVA09","PRVA","P","43.087988, -5.167054",1276.07,7.15,40,30,30,0,60,60,-5,-1,-3,336.975292692125,5.8,3.48,3,69,50.5,7.8,1551.7,12.7,16,87.0664062,104.1483841,573.4263306,0.75032,-1.49425,2,3,18,8.4799145150919,7,5.53917257678574
"PRVA10","PRVA","P","43.087757, -5.167628",1289.8,6.13,10,75,75,0,90,90,-9,-2,-5.5,126.441282725786,17.2,15.48,3,69,50.5,7.8,1487.1,12.7,16,87.0664062,104.1483841,573.4263306,0.79223,-1.37405,2,3,18,3.94218447905578,4,2.25860389622362
"PSVB01","PSVB","P","43.166927, -4.99835",1306.94,3.73,0,100,1,99,3,100,-50,-50,-50,48.3131589304659,2,0.06,1,77.4,61.5,7.8,1543.4,12.5,15.8,85.722702,104.1029205,575.8997192,0.41171,-1.69873,3,2,6,1.44198075431255,3,1.14245088629125
"PSVB02","PSVB","P","43.165036, -4.999206",1365.6,3.88,10,87,0,87,75,89,-2,-2,-2,125.992839824381,4.1,3.075,5,79,61.6,7.5,1559.9,12.2,15.6,85.2743607,102.7991943,559.7225342,0.11092,-1.61354,3,2,7,2.23588728723778,4,2.63147557589566
"PSVB03","PSVB","P","43.163419, -4.999837",1390.4,4.98,0,100,0,100,80,100,-10,-7,-8.5,78.6455213673024,5.3,4.24,3,80.9,63.2,7.3,1601.4,12.1,15.4,85.2743607,102.7991943,559.7225342,-0.03477,-1.69762,4,2,9,3.67768825798292,3,1.07714492243054
"PSVB04","PSVB","P","43.168262, -4.999531",1262.66,5.04,6,92,2,90,83,94,-4,-1,-2.5,41.0170821706479,12.05,10.0015,6,74.3,58.5,7.8,1557.4,12.5,15.8,85.722702,104.1029205,575.8997192,0.47125,-1.64026,3,2,11,5.70810347258503,6,1.8508447218085
"PSVB05","PSVB","P","43.167431, -5.001468",1276.51,7.21,1,60,60,0,99,99,-10,-5,-7.5,422.978480834435,57.7,57.123,2,76.9,60.4,7.7,1546.8,12.4,15.7,85.2221375,103.4495773,565.1759033,0.28286,-1.60442,2,1,16,3.59584864094463,6,2.03464399366668
"PSVB06","PSVB","P","43.167107, -5.00452",1299.46,6.78,0,4,4,0,100,100,-10,-10,-10,221.94208041693,17.4,17.4,2,80.5,63.9,7.7,1570.4,12.4,15.7,85.2221375,103.4495773,565.1759033,0.18767,-1.74675,2,3,16,7.9889075504473,5,5
"PSVB07","PSVB","P","43.167941, -5.006856",1312.57,5.6,5,85,85,0,92,95,-2,0,-1,227.123351635403,10.7,9.844,6,75.9,59.8,7.7,1539.1,12.4,15.7,85.2221375,103.4495773,565.1759033,0.30573,-1.5691,1,0,15,4.8582621699514,0,0
"PSVB08","PSVB","P","43.168135, -5.006728",1313.25,5.87,3,93,68,25,90,97,-6,-2,-4,136.929211953976,5.8,5.22,6,75.9,59.8,7.7,1539.1,12.4,15.7,85.2221375,103.4495773,565.1759033,0.30573,-1.5691,1,2,22,11.379968585557,9,3.31510748033538
"PSVB09","PSVB","P","43.168619, -5.00602",1313.66,6.57,4,82,82,0,70,86,-7,-1,-4,329.906065435343,2.65,1.855,6,77.3,60.9,7.8,1539.1,12.5,15.7,85.2221375,103.4495773,565.1759033,0.30875,-1.62713,1,1,13,5.25011628646123,4,2.0548821172684
"PSVB10","PSVB","P","43.167404, -5.007624",1312.33,7.39,1,30,30,0,99,99,-50,-40,-45,526.985782428305,4.8,4.752,5,78.5,60.9,7.5,1554.5,12.2,15.5,85.2221375,103.4495773,565.1759033,0.15881,-1.59534,1,3,13,4.649537476719,2,1.08492451262042
"PTOL01","PTOL","P","43.2538767, -4.9701862",1316.82,7.08,5,40,40,0,95,95,-1,0,-0.5,503.970971444389,10.1,9.595,4,84.5,68.1,7.5,1556.4,12.1,15.4,84.2636566,101.8401108,565.3255615,-0.14033,-1.76739,2,3,13,4.98390573135793,2,1.08492451262042
"PTOL02","PTOL","P","43.2543561, -4.9703459",1311.41,6.92,18,70,70,0,65,82,-7,5,-1,443.958040971232,8.4,5.46,5,84.5,68.1,7.5,1556.4,12.1,15.4,84.2636566,101.8401108,565.3255615,-0.14033,-1.76739,2,3,13,4.63718584531587,4,1.27777003110592
"PTOL03","PTOL","P","43.2536158, -4.9711901",1308.46,6.74,0,95,95,0,70,100,-5,0,-2.5,309.936492440034,23.9,16.73,0,84.5,68.1,7.5,1515.9,12.1,15.4,84.2636566,101.8401108,565.3255615,-0.11406,-1.69203,2,3,14,5.86791453406808,4,1.64293875517149
"PTOL04","PTOL","P","43.2541015, -4.9709558",1309.13,6.93,0,40,40,0,99,100,-75,-75,-75,561.958996075333,5.9,5.841,4,84.5,68.1,7.5,1556.4,12.1,15.4,84.2636566,101.8401108,565.3255615,-0.14033,-1.76739,2,3,17,6.77844367751452,5,1.56096156897294
"PTOL05","PTOL","P","43.2545975, -4.9719328",1305.99,5.87,5,2,2,0,95,95,0,5,2.5,127.029211953976,40,38,0,84.5,68.1,7.5,1515.9,12.1,15.4,84.2636566,101.8401108,565.3255615,-0.11406,-1.69203,2,2,8,3.70930569131824,3,2.62469033904626
"PTOL06","PTOL","P","43.2541281, -4.9718126",1307.1,6.88,25,35,35,0,70,75,-2,-2,-2,343.953992839824,7.7,5.39,6,84.5,68.1,7.5,1515.9,12.1,15.4,84.2636566,101.8401108,565.3255615,-0.11406,-1.69203,2,1,15,5.58740054867786,7,3.789291416276
"PTOL07","PTOL","P","43.2549735, -4.9721206",1305.59,6.26,0,5,5,0,100,100,-50,-50,-50,221.808210235024,13.6,13.6,1,82.6,67.7,7.7,1555.8,12.3,15.5,84.2636566,101.8401108,565.3255615,-0.03559,-1.78779,1,2,9,6.32852675653668,3,2.3811015779523
"PTOL08","PTOL","P","43.2552693, -4.9714563",1306.33,6.92,6,5,5,0,94,94,-6,-6,-6,337.958040971232,6.05,5.687,5,82.6,67.7,7.7,1555.8,12.3,15.5,84.2636566,101.8401108,565.3255615,-0.03559,-1.78779,1,2,13,4.92354574781351,4,3.17003282492367
"PTOL09","PTOL","P","43.2557685, -4.9724038",1305.44,6.96,10,50,50,0,60,70,-5,2,-1.5,508.961732910955,6.3,3.78,3,79.4,64.2,7.6,1555.8,12.1,15.5,84.2636566,101.8401108,565.3255615,-0.00743,-1.66118,2,1,12,7.36460647662168,5,1.46430368294478
"PTOL10","PTOL","P","43.2555271, -4.9722417",1305.02,6.48,15,9,9,0,85,85,-2,2,0,354.884435238603,12,10.2,1,82.6,67.7,7.7,1555.8,12.3,15.5,84.2636566,101.8401108,565.3255615,-0.03559,-1.78779,2,2,11,2.96506858469651,1,1
"PVLL01","PVLL","P","43.116088, -4.983639",1496.79,5.22,65,25,2,23,35,35,-1,-1,-1,256.8970670446,7.6,2.66,1,67.4,50.6,6.8,1397.9,11.7,15.1,84.0773926,101.3873367,536.4836426,-0.01431,-0.72814,3,2,13,7.32215748989974,1,1
"PVLL02","PVLL","P","43.117243, -4.98394",1489.71,5.11,4,10,6,4,90,96,-5,-5,-5,121.190897562966,64.3,57.87,0,67.4,50.6,6.8,1408.4,11.7,15.1,84.7326889,102.0822296,542.7868042,0.06711,-0.78702,2,2,7,2.39055478637939,4,3.17003282492367
"PVLL03","PVLL","P","43.116586, -4.98251",1491.63,4.8,0,30,15,15,45,100,-70,-70,-70,210.468722758311,20.7,9.315,0,65.6,48.3,6.9,1397.9,11.8,15.1,84.57901,102.6777496,554.21875,0.21614,-0.76377,3,2,11,5.06534315681428,5,2.13912366095603
"PVLL04","PVLL","P","43.117491, -4.983209",1481.49,4.83,2,90,0,90,50,98,-10,-10,-10,64.337911725293,11.9,5.95,6,67.4,50.6,6.8,1397.9,11.7,15.1,85.1442184,103.2464066,555.5395508,0.19663,-0.81597,4,2,8,4.2873361595668,1,1
"PVLL05","PVLL","P","43.117613, -4.982359",1481.61,4.86,0,90,5,85,65,96,-5,-5,-5,221.182458916536,16.2,10.53,0,65.6,48.3,6.9,1397.9,11.8,15.1,85.1442184,103.2464066,555.5395508,0.27399,-0.78159,3,2,11,2.61902298909218,6,4.54338388089211
"PVLL06","PVLL","P","43.117723, -4.982881",1478.99,4.9,1,95,0,95,70,99,-10,-10,-10,153.406350312838,30.4,21.28,0,69,52.1,6.9,1397.9,11.8,15.1,85.1442184,103.2464066,555.5395508,0.19283,-0.88297,2,2,8,2.1614066193175,1,1
"PVLL07","PVLL","P","43.118123, -4.982153",1475.91,4.48,3,65,5,60,80,97,-5,-5,-5,269.443523860258,18.6,14.88,0,68.5,51.1,6.9,1406.8,11.9,15.2,85.1442184,103.2464066,555.5395508,0.23721,-0.88574,3,2,6,2.46932394412402,3,1.35362948901525
"PVLL08","PVLL","P","43.118785, -4.981158",1465.98,4.8,0,99,20,79,10,100,-50,-50,-50,210.468722758311,5,0.5,0,68.5,51.1,6.9,1319.1,11.9,15.2,85.1442184,103.2464066,555.5395508,0.2941,-0.72257,3,2,9,4.45128595735706,6,2.80913222452656
"PVLL09","PVLL","P","43.119812, -4.98032",1443.39,6.68,3,90,90,0,80,97,-10,-10,-10,361.927083565033,24,19.2,0,68.7,50.9,7,1405.2,11.9,15.2,85.1442184,103.2464066,555.5395508,0.25315,-0.89743,1,1,20,8.60789445394934,5,3.52550071744957
